IDENTIFIANT_BATIMENT,NOM_HISTORIQUE ,TYPOLOGIE_SPECIFIQUE,CIVIQUE_MIN,CIVIQUE,TYPE_DE_VOIE,CIVIQUE_MAX,LIEN,VOIE,EST_OUEST,ARRONDISSEMENT,HISTORIQUE_SOMMAIRE ,DEBUT_DES_TRAVAUX,FIN_DES_TRAVAUX,CENTRO_X,CENTRO_Y
0039-19-0864-01,Hôtel Ottawa,non applicable,404,404-410,rue,410,,Saint-Jacques,,Ville-Marie (Montréal),"Parmi les hôtels de première classe construits pendant les années 1840 &#8212; notamment le Ottawa, le Donegana, le Hays' House et le St-Lawrence Hall &#8212; il ne subsiste aujourd'hui que l'immeuble de l'Hôtel Ottawa. Après l'acquisition du terrain vacant par vente de shérif en 1845 (les anciens bâtiments ayant été démolis par le propriétaire précédent), le marchand Harrison Stephens procédait immédiatement à la construction d'un nouvel hôtel de luxe. Avant même d'engager les entrepreneurs, il avait conclu une entente avec l'hôtelier George Hall afin que ce dernier dirige la nouvelle entreprise une fois la construction de l'immeuble terminée. L'architecte George Browne veillait à la conception et à la bonne marche des travaux, tandis que la maçonnerie était confiée à André Auclair et la charpenterie à Daniel McNiven et John Burns. L'hôtel Ottawa ouvrait ses portes en mai 1846, il s'adressait surtout à une clientèle bien nantie. À l'origine le bâtiment n'avait que quatre étages, le cinquième étage n'ayant été ajouté que peu de temps avant 1872. 

Pendant 35 ans, une série d'hôteliers - y compris Samuel Browning dans les années 1850 et Browne et Perley dans les années 1870 - a dirigé le Ottawa. En annonçant son nouveau statut de directeur dans l'annuaire Mackay de 1852, Browning décrivait tous les avantages de l'hôtel: la proximité du centre d'affaires, des vues panoramiques sur la montagne et sur le fleuve et des équipements et services qui ne laissaient rien à désirer. L'immeuble a conservé sa vocation d'hôtel jusqu'en 1881, année du décès de son premier propriétaire. L'édifice est demeuré aux mains de la famille Stephens jusqu'en 1945 (sauf durant une brève période entre 1912 et 1916), cependant le rez-de-chaussée fut réaffecté en magasins et restaurants et les étages supérieurs, en bureaux. À partir d'au moins 1895 jusqu'aux années 1940, le Ottawa Café y avait élu domicile. Le consul général des États-unis s'y était établi dans les années 1880 et 1890, tandis que le haut commissaire pour la Grande Bretagne avait installé son bureau au deuxième étage durant quelques années à partir de 1920. 

Depuis la vente par la succession Stephens en 1945, l'immeuble a appartenu à des agents immobiliers, dont Moscovitch Realties , entre 1959-1980, suivi de Falkam Realties. Cette dernière firme est encore propriétaire de l'immeuble. Pendant tout ce temps le rez-de-chaussée a toujours été utilisé comme magasin, restaurant ou taverne, tandis que les étages supérieurs ont été réservés à des bureaux pour des commerces divers.",1845,1846,-73.5597,45.5016
0039-19-0864-02,Annexe de l'Hôtel-Ottawa,non applicable,409,409-417,rue,417,,Notre-Dame,Ouest,Ville-Marie (Montréal),,1867,,-73.5595,45.5015
0040-55-3402-04,NULL,non applicable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),,1900,,-73.5544,45.5064
0039-19-1496-00,Édifice de la Sovereign Bank,gratte-ciel,388,388-390,rue,390,,Saint-Jacques,,Ville-Marie (Montréal),"Ce gratte-ciel est construit en 1904-1905 par la Sovereign Bank. Oeuvre de l’architecte américain Howard Colton Stone, il atteint 10 étages et dépasse de quelques pieds le maximum alors autorisé (130 pieds). Il remplace un magasin-entrepôt de trois étages qui a longtemps appartenu au notaire Étienne Guy et à ses héritiers.

La Sovereign Bank occupe les deux premiers étages de l’immeuble de bureaux dès le printemps 1905. Aux étages supérieurs, on retrouve principalement des bureaux d’entreprises, mais on note aussi la présence de bureaux d’avocats, de notaires, de courtiers et d’un consulat. En 1908, la Sovereign Bank se départit de son immeuble suite à sa dissolution : l’entreprise britannique Commercial Union Assurance Company Limited s’en porte alors acquéreur. Cette dernière aménage ses bureaux au deuxième étage à partir de 1909, tandis qu’une succursale de la Union Bank s’installe au rez-de-chaussée. La compagnie d’assurances britannique vend l’édifice en 1969 après y avoir logé pendant 60 ans. De 1970 au milieu des années 2000, l’immeuble conserve la même fonction. En 2005, on peut encore y voir le nom de la Commercial Union Assurance Company Limited gravé au-dessus du troisième étage.",1904,1905,-73.5596,45.5019
0039-19-1578-01,394-402 rue Saint-Jacques ,non applicable,394,394-402,rue,402,,Saint-Jacques,,Ville-Marie (Montréal),,1939,,-73.5597,45.5018
0039-19-1578-02,Magasin-entrepôt Alfred-Larocque [1867],magasin-entrepôt,399,399-401,rue,401,,Notre-Dame,Ouest,Ville-Marie (Montréal),"François-Alfred Chartier Laroque fait construire ce magasin-entrepôt en 1867-1868. Une série de bâtiments sont démolis en 1867 pour permettre l’élargissement de la rue Notre-Dame, à l’ouest de la rue St-Pierre. La maison-magasin appartenant à Laroque, fils de l’important homme d’affaires montréalais François-Antoine Larocque, fait partie de cette série d’immeubles. Laroque entreprend donc aussitôt la construction d’un nouveau magasin-entrepôt en pierre de taille de quatre étages. En 1868, les travaux sont terminés et les deux espaces locatifs du magasin sont occupés. Les premiers locataires de l’immeuble sont d’une part, le fabricant et vendeur de meubles C.E. Pariseau, et, de l’autre, le marchand tailleur William Moss, remplacé l’année suivante, en 1869, par une modiste. À partir de 1873, C.E. Pariseau occupe tout le bâtiment; il quittera les lieux en 1875 après avoir fait faillite.

Pendant les vingt-cinq années suivantes, des entreprises liées au secteur du meuble, de même qu’un encanteur occupent les lieux. Durant cette période, l’immeuble n’abrite qu’un seul locataire à la fois. Alors que l’occupation du magasin-entrepôt est marquée par une forte instabilité, la propriété demeure aux mains des Larocque et de leurs héritiers au moins jusqu’à la Première Guerre mondiale. Au XXe siècle, le bâtiment accueille diverses entreprises commerciales de tout genre et n’a plus vraiment de vocation particulière. On constate toutefois qu’à plusieurs reprises ses occupants sont engagés dans le commerce des tissus et des vêtements. Vers la fin des annnées 1940, la Richard Helmsley Co. Ltée, acquiert l’immeuble. Propriétaire pendant plusieurs décennies, c’est vraisemblablement sous sa gouverne que le bâtiment subit l’ajout d’un étage, entre 1938 et 1950, ainsi qu’une intégration accrue à l’immeuble situé à l’arrière, rue Saint-Jacques. En 2004, le rez-de-chaussée abrite des boutiques tandis qu’aux étages on a des bureaux reliés à l’immeuble de la rue Saint-Jacques.",1867,1868,-73.5594,45.5016
0039-19-3379-00,395-397 rue Notre-Dame Ouest,magasin-entrepôt,395,395-397,rue,397,,Notre-Dame,Ouest,Ville-Marie (Montréal),NULL,1865,,-73.5593,45.5017
0039-19-3889-00,Magasin-entrepôt Joseph-Tiffin [1872],magasin-entrepôt,387,387-389,rue,389,,Notre-Dame,Ouest,Ville-Marie (Montréal),"En février 1872, Joseph Tiffin père achète un lot vacant. Il y fait immédiatement ériger un magasin-entrepôt de quatre étages. Le premier et seul occupant en 1873 est le marchand de tissus Alexander A. Murphy, remplacé avant la fin de la décennie par un marchand de meubles, S. R. Parsons, qui loue le bâtiment jusqu'à la fin du XIXe siècle. 

Vers 1903, l'imprimeur, fabricant et importateur d'articles de bureau Charles F. Dawson y installe son commerce. Il occupe l'immeuble pendant 70 ans, mais n'en sera jamais propriétaire. La propriété de l'édifice demeure dans la famille Tiffin au gré de legs, de cessions et de ventes entre tiers, le tout entremêlé d'une saga judiciaire entre oncle, neveux et nièces concernant l'héritage laissé par Joseph Tiffin père. L'immeuble est finalement acquis en 1943 par James Sutherland, puis vendu par sa succession à David et Léon Tripp en 1975. L'entreprise de Charles Dawson quitte alors les lieux, et les frères Tripp y installent leur commerce de distribution et d'importation de vêtements jusqu'en 1998, année où ils vendent l'immeuble. Les nouveaux propriétaires entreprennent alors la rénovation de l'édifice. 
",1872,,-73.5592,45.5018
0039-19-4308-00,Édifice McGill,gratte-ciel,485,485,rue,485,,McGill,,Ville-Marie (Montréal),"Sur un emplacement acquis de F.W. Molson et associés, la McGill Building Ltd fait construire cet immeuble locatif de dix étages en 1912. Trois immeubles, datant du milieu du XIXe siècle et logeant des commerces et des entreprises sont démolis pour faire place au nouveau projet élaboré d'après les plans de l'architecte Robert Ernest Bostrom.

L'immeuble compte pour locataires un nombre important de compagnies d'assurance, mais aussi quelques bureaux d'avocats et des courtiers en douane, des caractéristiques qui sont présentes durant une bonne partie du XXe siècle. La proximité du port de Montréal attire de nombreuses compagnies de navigation et plusieurs d'entre elles ont leur bureau dans l'immeuble dont la tristement célèbre White Star Line, propriétaire du Titanic.

La McGill Building Ltd vend le bâtiment vers 1945 et plusieurs propriétaires se succèdent par la suite. Bien situé, au c&#339;ur des activités économiques, l'immeuble héberge une grande diversité de locataires dont la Atlantic Sugar Refineries et des entreprises liées à l'exploitation minière. Durant une quinzaine d'années (de 1970 à 1985), le étudiants du CEGEP Dawson s'y rendent pour suivre leurs cours. Au début des années 1990, l'immeuble a fait l'objet de rénovations, un étage a alors été ajouté et l'imposante corniche d'origine a été enlevée.





",1912,,-73.5592,45.5011
0039-19-4498-00,Annexe de la Banque Royale du Canada,non applicable,381,381-383,rue,383,,Notre-Dame,Ouest,Ville-Marie (Montréal),,1904,1905,-73.5591,45.5019
0039-19-4937-00,420-422 rue Notre-Dame Ouest,non applicable,420,420-422,rue,422,,Notre-Dame,Ouest,Ville-Marie (Montréal),,1986,,-73.5591,45.5013
0039-19-6018-00,Magasin-entrepôt Ramsay,magasin-entrepôt,415,415-419,rue,419,des,Récollets,,Ville-Marie (Montréal),"En 1858, M. Alexander Ramsay fait construire cet immeuble après avoir acheté la même année un lot vacant de la veuve Rose Blache. Le bâtiment compte trois étages, incluant le rez-de-chaussée, ainsi qu'un attique muni de petites fenêtres intégrées à la frise, probablement sous une toiture en pente invisible de la rue . À la fin des années 1860, l'attique sera remplacé par deux nouveaux étages et une mansarde. Au lendemain de la construction, A. Ramsay & Son s’installe dans l’immeuble. La firme que dirige Alexander Ramsay est engagée dans l’importation et le commerce de peintures, de vernis, de vitres et de matériel pour artistes; elle investira également dans la fabrication de certains de ces produits, mais dans des usines qu’elle fera construire ailleurs à Montréal. De 1858 à 1907, l’entreprise familiale occupe les lieux sous diverses raisons sociales; après le décès d’Alexander Ramsay en 1867, son fils Alexander prend la relève.  De temps à autre, l’immeuble abrite les bureaux d’autres compagnies que dirige Alexander Ramsay fils, dont la compagnie d’Assurance Dominion Plate Glass. 

De 1912 à 1950, l’histoire du bâtiment est marquée par l’industrie du tabac. Il accueille successivement trois compagnies. La General Cigar, une filiale d’Imperial Tobacco, est la plus importante compagnie de cigares au Canada lorsqu’elle possède et occupe l’immeuble, de 1931 à 1950. Longtemps commercial, le 415-419 des Récollets devient ainsi un établissement industriel. Cette vocation industrielle marque aussi les années 1950 et le début des années 1960. Ensuite, divers occupants se succèdent et une variété de fonctions caractérisent l’immeuble jusqu’au début des années 1980. Des travaux importants sont entrepris en 2005, qui annoncent un changement de vocation.",1858,,-73.5589,45.5012
0039-19-6156-00,Maison-magasin James-Ferrier,maison-magasin,400,400,rue,400,,Notre-Dame,Ouest,Ville-Marie (Montréal),"L’homme d’affaires et politicien James Ferrier fait construire un ensemble de trois maisons-magasins au cours de l’année 1842, dont il ne reste plus que l’immeuble le plus à l’est, au coin des rues Notre-Dame et Sainte-Hélène. En juin, Ferrier acquiert l’emplacement sans bâtiments. Dès le mois de décembre, il conclut un bail pour le printemps suivant de la maison-magasin la plus à l’ouest, ce qui suggère que tout le bloc de bâtiments est construit. Les marchands en gros et au détail de <i>dry goods</i> (tissus, articles de mercerie et peut-être autres produits) Waddell Smith & Company occupent la maison-magasin la plus à l’est au moins dès 1844. Les rôles fonciers de la fin des années 1840 montrent qu’à l’instar des autres maisons-magasins, celle-ci sert au commerce et à l’habitation. 

Cette double vocation est cependant de courte durée, puisqu’au début des années 1850 l’immeuble n’est utilisé qu’à des fins commerciales. Celui-ci est occupé par des marchands principalement de <i>dry goods</i> jusqu’au début du XXe siècle. Entre-temps, en 1855, Ferrier s’engage à apporter des améliorations à l’intérieur du bâtiment et à sa fenestration. L’immeuble est alors communément appelé <i>Albion House</i>, peut-être parce qu’on y vend surtout des produits importés d’Angleterre. 

La bijouterie Edmund Eaves Limited achète l’immeuble de la succession Ferrier en 1907 et en devient le propriétaire-occupant. De nouvelles modifications intérieures sont apportées au bâtiment en 1922 et 1928. La Halifax Insurance Company y établit ses bureaux comme locataire en 1939 avant d’en devenir propriétaire dix ans plus tard. Depuis 1961, le bâtiment est dédié à la restauration. Le troisième étage abrite en 2004 un bureau d’affaires.",1842,,-73.5589,45.5015
0039-19-7137-00,Magasin-entrepôt Johnston,magasin-entrepôt,450,450,rue,450,,Sainte-Hélène,,Ville-Marie (Montréal),"En novembre 1866, par l’intermédiaire de ses syndics, la communauté presbytérienne de l’église Saint-Paul vend à James Johnston sa propriété au coin nord-ouest des rues Sainte-Hélène et des Récollets.  Dans les mois qui suivent, M. Johnston fait démolir l’église et un bâtiment servant d’école qui se trouvent sur les lieux, afin d’y ériger un magasin-entrepôt de quatre étages avec sous-sol. La conception architecturale est confiée à Alexander Cowper Hutchison, et la construction a lieu en 1868. 

La compagnie du propriétaire, la James Johnston & Co., occupe  l’immeuble pendant plus de 30 ans, soit de 1869 à 1900, M. Johnston et ses associés, John Binmore et James Slesser, font de l’importation et de la vente en gros de <i>dry goods</i> (tissus, articles de mercerie, et peut-être d'autres produits). Après le décès de James Johnston père en 1882, son fils du même nom  prend la relève et la succession Johnston conserve la propriété de l’immeuble jusqu’au début du XXe siècle. La prospérité de l’entreprise s’exprime par l’ajout d’un cinquième étage avant 1890. 

Entre 1905 et 1908, un deuxième occupant significatif pour l’histoire de l’immeuble s’installe : il s’agit de Finley, Smith & Co. L’entreprise oeuvre aussi dans le secteur des <i>dry goods</i>, et demeure sur place pendant environ 45 ans. Elle occupe l’immeuble, dont elle devient propriétaire, jusqu’à son départ au début des années 1950. Avec ce départ, une époque est révolue. 

La vocation initiale de l’immeuble qui a perduré jusqu’au milieu du vingtième siècle change. Des commerçants en <i>dry goods</i>, on passe aux courtiers avec l’arrivée de Affiliated Customs Brokers, et d'autres courtiers. Pendant les années 1960 et 1970, l’immeuble de bureaux est souvent identifié sous le nom de Affiliated Building. Des travaux de rénovation et de restauration ont lieu au début des années 1980. L’extérieur du bâtiment est restauré; le cinquième étage reçoit un nouveau parement de pierre et une nouvelle corniche. L'agence douanière Affiliated occupe toujours les lieux en 2004.",1868,,-73.5588,45.5013
